community_names	year	month	pce_rate	fuel_price	diesel_efficiency	peak_consumption_kw	residential_kwh_sold	commercial_kwh_sold	community_kwh_sold	government_kwh_sold
Saint George	2019	9	0.7622	7.4095	13.54838709677419	75	13127	8038	4322	5924
Saint George	2019	10	0.7622	7.049500000000001	10.52321007081039	75	9891	6811	4066	6131
Saint George	2019	11	0.7622	7.049500000000001	12.05724362452523	75	10416	7370	4308	6018
Saint George	2019	12	0	7.049500000000001	13.16168304143528	75	15130	7546	7584	7639
Saint Mary's, Andreafsky	2019	1	0.3317	3.0286	12.87664070584391	0	77188	37308	68066	73644
Saint Mary's, Andreafsky	2019	2	0.3317	3.0286	17.60742879642998	0	65121	34892	60019	70727
Saint Mary's, Andreafsky	2019	3	0.3317	3.0286	17.15241869535133	0	66690	37158	59179	68939
Saint Mary's, Andreafsky	2019	4	0.3317	3.0286	18.45474985947161	0	68325	37025	59495	63391
Saint Mary's, Andreafsky	2019	5	0.3317	3.0286	13.20856567534077	0	64274	36498	53459	60100
Saint Mary's, Andreafsky	2019	6	0.3317	3.0286	10.09413168608732	0	56541	33757	39720	42539
Saint Mary's, Andreafsky	2019	7	0.3317	0	11.98801565302462	0	55452	32388	38552	44525
Saint Mary's, Andreafsky	2019	8	0.3346	0	12.21617852161785	0	58552	30922	39093	49354
Saint Mary's, Andreafsky	2019	9	0.3346	0	11.26624386741654	0	67583	34681	54415	54588
Saint Mary's, Andreafsky	2019	10	0.3346	0	11.07254124804129	0	65798	34540	66470	61324
Saint Mary's, Andreafsky	2019	11	0.3346	0	10.2865671641791	0	65950	34093	71807	64037
Saint Mary's, Andreafsky	2019	12	0.3346	0	10.41447135262847	0	79346	37501	81483	80329
Saint Michael	2019	1	0.3157	0		0	63353	18019	53474	41774
Saint Michael	2019	2	0.3157	0		0	48820	16856	46599	41547
Saint Michael	2019	3	0.3157	0		0	46820	19062	43791	39258
Saint Michael	2019	4	0.3157	0		0	46607	19450	45609	41932
Saint Michael	2019	5	0.3157	0		0	43920	20847	41672	38753
Saint Michael	2019	6	0.3157	0		0	36680	22012	32286	20985
Saint Michael	2019	7	0.3157	0		0	36498	22157	28939	24431
Saint Michael	2019	8	0.3185	0		0	36047	19826	28463	28284
Saint Michael	2019	9	0.3185	0		0	41723	20705	34395	38937
Saint Michael	2019	10	0.3185	0		0	42493	17048	38335	38686
Saint Michael	2019	11	0.3185	0		0	47650	15937	46471	37010
Saint Michael	2019	12	0.3185	0		0	59973	17046	58538	41166
Saint Paul	2019	1	0.2198	3.4126	13.67165271488038	598	61208	121197	40930	49878
Saint Paul	2019	2	0.2198	3.4126	12.97905886947184	598	52463	108028	37889	45045
Saint Paul	2019	3	0.2198	3.4126	14.39666911584619	598	55733	113311	33615	56568
Saint Paul	2019	4	0.2198	3.4126	14.11951343132286	598	55680	89915	32980	53084
Saint Paul	2019	5	0.2198	3.4105	15.82697474476088	598	52735	112500	29745	32515
Saint Paul	2019	6	0.2198	3.4105	10.95312995784416	598	46558	83091	26376	39343
Saint Paul	2019	7	0.219	3.4105	13.71684350132626	598	59500	104619	27578	44296
Saint Paul	2019	8	0.219	3.4105	14.26001147446931	598	50135	94062	26910	36119
Saint Paul	2019	9	0.219	3.4105	15.59394244061832	598	51781	101632	25730	42261
Saint Paul	2019	10	0.219	3.4105	16.16540727459016	598	51910	97942	29060	46934
Saint Paul	2019	11	0.219	3.4105	15.47974180162527	598	59691	98773	33440	52797
Saint Paul	2019	12	0.219	3.4105	14.43017284223314	598	60312	99278	36264	55022
Sand Point	2019	1	0.2905	3.1928	13.41675271821661	660	108182	74629	103443	21861
Sand Point	2019	2	0.2905	3.1928	14.08004192048208	660	100379	70637	87372	19059
Sand Point	2019	3	0.2716	3.18	13.87235543018336	660	95202	66022	84953	14943
Sand Point	2019	4	0.2716	3.18	13.78825763570185	660	102033	72140	104791	16843
Sand Point	2019	5	0.2716	3.1928	13.70739817123857	660	107199	69672	88872	14109
Sand Point	2019	6	0.3184	3.1928	14.01568839599675	660	92600	67095	76829	15880
Sand Point	2019	7	0.3184	3.2188	13.67644431209053	660	101521	71167	76016	13646
Sand Point	2019	8	0.3184	3.2188	14.32942744488255	660	94602	68925	72204	12010
Sand Point	2019	9	0.3439	3.2968	13.95929091119067	660	105180	72820	96228	13638
Sand Point	2019	10	0.3439	3.2968	13.11914367516918	660	97859	88448	45481	13749
Sand Point	2019	11	0.3439	3.2968	13.02460613483271	660	95820	80291	91347	15087
Sand Point	2019	12	0.2816	2.8808	13.81535639680033	660	105172	88265	102424	22088
Savoonga	2019	1	0.2961	3.2837	14.54159369527145	0	87739	3966	63584	64761
Savoonga	2019	2	0.2961	3.2837	12.25690841076385	0	74925	3567	55739	57696
Savoonga	2019	3	0.2961	3.2837	16.98023091618905	0	76942	3876	57133	58698
Savoonga	2019	4	0.2961	3.2837	13.30633389808419	0	73443	3722	58284	61020
Savoonga	2019	5	0.2961	3.2837	14.06723601360643	0	86909	2394	56645	53829
Savoonga	2019	6	0.2961	3.2837	14.01814038286235	0	62244	1822	48512	34611
Savoonga	2019	7	0.2961	0	14.58916650772458	0	60579	6918	46682	35131
Savoonga	2019	8	0.299	0	14.486834887548	0	61747	6012	45375	41435
Savoonga	2019	9	0.299	0	14.27375213231477	0	75765	4410	52083	55480
Savoonga	2019	10	0.299	0	15.74632352941176	0	78068	3755	50026	53908
Savoonga	2019	11	0.299	0	13.06947146562905	0	80972	2932	55200	48172
Savoonga	2019	12	0.299	0	8.672787502044823	0	92618	2547	58794	46693
Scammon Bay	2019	1	0.3344	3.2083	13.05662541997869	0	55585	6906	27342	54514
Scammon Bay	2019	2	0.3344	3.2083	13.67748812869464	0	49431	5764	22571	48436
Scammon Bay	2019	3	0.3344	3.2083	13.39615879433928	0	49235	6591	22432	52867
Scammon Bay	2019	4	0.3344	3.2083	13.82920110192837	0	49981	6789	23710	75802
Scammon Bay	2019	5	0.3344	3.2083	13.71882153876779	0	48647	6039	23418	49718
Scammon Bay	2019	6	0.3344	3.2083	13.22601683861022	0	41870	5615	15310	40262
Scammon Bay	2019	7	0.3344	0	13.48747663551402	0	43185	6238	14372	35674
Scammon Bay	2019	8	0.3373	0	12.84027777777778	0	42225	6677	14176	36375
Scammon Bay	2019	9	0.3373	0	13.04366937410416	0	53540	8360	17605	48177
Scammon Bay	2019	10	0.3373	0	13.66459747817653	0	50848	7739	19503	51368
Scammon Bay	2019	11	0.3373	0	13.13008800880088	0	50636	6285	22397	52712
Scammon Bay	2019	12	0.3373	0	17.10390421655388	0	60228	6208	25152	60544
Selawik	2019	1	0.3462	3.4567	13.82080846446012	0	114655	22419	91065	59334
Selawik	2019	2	0.3462	3.4567	13.95610040245711	0	94877	21222	83689	52322
Selawik	2019	3	0.3462	3.4567	14.18480540666511	0	86406	21533	67808	50767
Selawik	2019	4	0.3462	3.4567	14.24349996533315	0	78358	19895	48030	42903
Selawik	2019	5	0.3462	3.4567	13.71126269281451	0	72426	18685	41080	34892
Selawik	2019	6	0.3462	3.4567	14.88680878692782	0	59329	18101	33104	15769
Selawik	2019	7	0.3462	0	8.672682055860221	0	59057	18173	31985	15598
Selawik	2019	8	0.349	0	13.70182328190743	0	59546	17063	29459	30205
Selawik	2019	9	0.349	0	13.90059423373194	0	78883	19512	37364	45677
Selawik	2019	10	0.349	0	14.56993123706522	0	88931	18158	45151	52452
Selawik	2019	11	0.349	0	14.72892084562439	0	100259	17785	50084	55592
Selawik	2019	12	0.349	0	18.04408805414964	0	124506	23487	68501	60655
Shageluk	2019	1	0.3564	2.946	12.36564009661836	0	13748	6821	8096	8824
Shageluk	2019	2	0.3564	2.946	12.23535714285714	0	11886	6078	7003	6670
Shageluk	2019	3	0.3564	2.946	11.67917970107751	0	11053	6155	7039	6768
Shageluk	2019	4	0.3564	2.946	11.93950786056049	0	10296	7978	7287	6828
Shageluk	2019	5	0.3564	2.946	11.5512586647209	0	9719	8073	6187	5149
Shageluk	2019	6	0.3564	2.946	11.44583496284709	0	9215	7830	6052	3848
Shageluk	2019	7	0.3564	0	11.43436578171091	0	8862	9547	5668	3706
Shageluk	2019	8	0.3593	0	11.11368909512761	0	8804	7743	5327	4100
Shageluk	2019	9	0.3593	0	11.09122584732341	0	10820	8832	5973	6117
Shageluk	2019	10	0.3593	0	11.09983579638752	0	10193	8369	5954	6431
Shageluk	2019	11	0.3593	0	11.67358008934269	0	11785	8512	6671	6873
Shageluk	2019	12	0.3593	0	11.54179646936656	0	13764	9609	8667	9156
Shaktoolik	2019	1	0.2667	3.3331	13.33974878444084	0	39647	11921	16814	24071
Shaktoolik	2019	2	0.2667	3.3331	12.00802496656264	0	36288	10782	13844	22893
Shaktoolik	2019	3	0.2667	3.3331	13.28377445339471	0	35088	12052	15924	21934
Shaktoolik	2019	4	0.2667	3.3331	13.16530028598665	0	37838	12201	16721	24430
Shaktoolik	2019	5	0.2667	3.3331	13.78571428571429	0	36765	13200	11539	21142
Shaktoolik	2019	6	0.2667	3.3331	12.71102362204724	0	34485	13444	9426	13981
Shaktoolik	2019	7	0.2667	0	12.7830762987013	0	33782	12680	15254	14783
Shaktoolik	2019	8	0.2695	0	13.67587435954556	0	29825	12616	10486	17626
Shaktoolik	2019	9	0.2695	0	12.14178810555337	0	35470	14021	11152	24090
Shaktoolik	2019	10	0.2695	0	12.33314700950251	0	35068	12288	9332	23904
Shaktoolik	2019	11	0.2695	0	12.19541890218737	0	35556	11027	10013	22098
Shaktoolik	2019	12	0.2695	0	9.650408647508568	0	39324	12201	13918	26303
Shishmaref	2019	1	0.339	3.3879	13.74153528043422	0	68507	22298	26239	36274
Shishmaref	2019	2	0.339	3.3879	13.69828005052959	0	59377	20703	21819	34082
Shishmaref	2019	3	0.339	3.3879	13.3876355112804	0	56606	20868	23718	30971
Shishmaref	2019	4	0.339	3.3879	13.34387061201985	0	58366	24877	22031	34369
Shishmaref	2019	5	0.339	3.3879	14.23409930242101	0	57055	23502	21629	32346
Shishmaref	2019	6	0.339	3.3879	14.01190928670974	0	51223	19013	19151	18618
Shishmaref	2019	7	0.339	0	13.91931385006353	0	51552	18861	17329	18584
Shishmaref	2019	8	0.3418	0	13.61780636425186	0	52484	18527	19968	25508
Shishmaref	2019	9	0.3418	0	14.70095333667837	0	60444	20936	22244	37252
Shishmaref	2019	10	0.3418	0	14.29352698583468	0	65875	19763	22604	47264
Shishmaref	2019	11	0.3418	0	13.86109466204213	0	62952	18221	28843	47513
Shishmaref	2019	12	0.3418	0	15.76236251840305	0	72249	21298	33724	46629
Shungnak	2019	1	0.3729	3.8593	13.18511301636789	0	41183	7240	21598	22839
Shungnak	2019	2	0.3729	3.8593	13.46929518492673	0	36429	7183	19106	22207
Shungnak	2019	3	0.3729	3.8593	13.09467772131586	0	33007	7754	18198	19582
Shungnak	2019	4	0.3729	3.8593	14.2387227572225	0	29440	7859	15158	22102
Shungnak	2019	5	0.3729	3.8593	13.96981424148607	0	26466	8861	13589	15444
Shungnak	2019	6	0.3729	3.8593	14.06109324758842	0	21938	9011	11934	8217
Shungnak	2019	7	0.3729	0	13.57576175375707	0	24044	8251	12055	6877
Shungnak	2019	8	0.3757	0	13.74809849168493	0	24238	7851	11122	13203
Shungnak	2019	9	0.3757	0	13.84538706256628	0	28365	8556	13399	19180
Shungnak	2019	10	0.3757	0	14.06922126081582	0	31522	7093	15080	20815
Shungnak	2019	11	0.3757	0	13.34738863989756	0	34097	7000	18688	22318
Shungnak	2019	12	0.3757	0	14.34992163009404	0	45993	8093	24350	24011
Skagway	2019	1	0.0176	3	13.74139534883721	2183	324892	422890	89836	130541
Skagway	2019	2	0.0246	3	13.89704950355609	2016	317400	448278	92600	136436
Skagway	2019	3	0.0246	3	14.10980282867693	1948	276893	427430	81361	116216
Skagway	2019	4	0.0246	3	13.61151079136691	1931	263023	482330	78178	103794
Skagway	2019	5	0.0182	2.6	13.95133305120609	2566	286170	729401	83296	99712
Skagway	2019	6	0.0182	2.6	13.02732240437158	2609	272508	840001	90316	89929
Skagway	2019	7	0.0013	2.85	12.99566473988439	2736	267800	912444	68960	94365
Skagway	2019	8	0.0013	2.85	13.00172651933702	2734	262367	885428	98596	99952
Skagway	2019	9	0.0013	2.85	13	2822	272324	913339	85003	102985
Skagway	2019	10	0.0157	3	17.07610993657505	2146	250989	676416	57078	103509
Skagway	2019	11	0.0157	3	11.30363175675676	1885	256721	428105	59474	113460
Skagway	2019	12	0.0157	3	8.609318996415771	1892	269131	401496	63489	117890
Slana	2019	1	0.3238	2.86	14.38136917786808	253	43906	7341	360	9110
Slana	2019	2	0.3238	2.86	15.13255485692288	218	31123	5768	218	8671
Slana	2019	3	0.3238	2.86	14.86997607655502	209	35819	6807	164	9401
Slana	2019	4	0.2735	2.44	14.63958276146034	179	22795	5691	96	6366
Slana	2019	5	0.2735	2.44	15.22721209426412	173	19899	5298	82	5352
Slana	2019	6	0.2735	2.44	15.19869084958407	173	23212	5905	81	4046
Slana	2019	7	0.2806	2.5957	14.53511497824736	206	22270	5890	74	5581
Slana	2019	8	0.2806	2.5957	15.2815520574427	207	21512	5594	120	4140
Slana	2019	9	0.2806	2.5957	15.05763888888889	207	19917	5345	75	6526
Slana	2019	10	0.3132	2.55	14.82943652092588	213	21084	5833	225	8617
Slana	2019	11	0.3132	2.55	14.34553681612505	203	19780	5293	145	8812
Slana	2019	12	0.3132	2.55	14.56285649098791	213	27008	6807	498	11335
Sleetmute	2019	1	0.7377	2.88	10.77906477906478	66	7840	6704	5408	3089
Sleetmute	2019	2	0.7472	3.22	10.54966887417219	66	7217	5940	4809	2311
Sleetmute	2019	3	0.7472	3.22	10.23728813559322	83	7777	5876	5150	2030
Sleetmute	2019	4	0.7472	3.22	10.36155606407323	12	6052	6439	5778	1454
Sleetmute	2019	5	0.7693	3.2237	10.02884615384615	59	6763	6381	5429	708
Sleetmute	2019	6	0.7686	3.2237	9.077345309381238	79	6762	5465	2820	783
Sleetmute	2019	7	0.7686	3.2237	9.163336663336663	72	7050	5914	2524	778
Sleetmute	2019	8	0.7686	3.2237	9.45124593716143	72	5579	5198	3250	918
Sleetmute	2019	9	0.7686	3.2237	9.619647355163728	50	5616	6124	3205	1121
Sleetmute	2019	10	0.7686	3.2237	9.581262939958592	71	5297	5357	3825	765
Sleetmute	2019	11	0.7376	3.2299	11.79729025534132	76	6491	6631	4370	2817
Sleetmute	2019	12	0.7376	3.2299	11.94807935837906	68	7412	7127	5536	2757
Stebbins	2019	1	0.3157	3.2199	17.19589497403743	0	71898	16507	24854	39565
Stebbins	2019	2	0.3157	3.2199	12.42599220551976	0	66273	16435	23324	36233
Stebbins	2019	3	0.3157	3.2199	14.73114850610803	0	62688	17234	21166	34233
Stebbins	2019	4	0.3157	3.2199	14.7999807996928	0	63989	17965	21781	36614
Stebbins	2019	5	0.3157	3.2199	14.67656322610626	0	55119	17082	19317	34544
Stebbins	2019	6	0.3157	3.2199	14.15715397587236	0	46463	15264	16314	18062
Stebbins	2019	7	0.3157	0	14.47162908268476	0	47170	14805	15882	17096
Stebbins	2019	8	0.3185	0	13.86289500509684	0	48199	15767	15824	23123
Stebbins	2019	9	0.3185	0	14.96435128518972	0	55126	18366	18035	39336
Stebbins	2019	10	0.3185	0	14.42690350264445	0	62431	17121	19892	37391
Stebbins	2019	11	0.3185	0	14.97462378282679	0	65771	16104	22673	35354
Stebbins	2019	12	0.3185	0	14.20594513400269	0	78352	18192	27559	37933
Stony River	2019	1	0.7377	2.88	9.679003021148036	51	3263	5834	1419	554
Stony River	2019	2	0.7472	3.22	8.751908396946565	51	1945	4242	1193	430
Stony River	2019	3	0.7472	3.22	7.383831521739131	14	2541	4386	1744	0
Stony River	2019	4	0.7472	3.22	8.82318271119843	9	2285	3156	1307	1079
Stony River	2019	5	0.7693	3.2237	8.537909836065573	41	2469	2699	1108	218
Stony River	2019	6	0.7686	3.2237	8.63448275862069	21	2535	2242	975	0
Stony River	2019	7	0.7686	3.2237	9.004395604395604	21	2820	2343	1127	0
Stony River	2019	8	0.7686	3.2237	8.353634577603144	0	2469	2866	1068	0
Stony River	2019	9	0.7686	3.2237	8.829665071770336	0	2193	4340	1343	0
Stony River	2019	10	0.7686	3.2237	9.132379248658319	0	2256	3878	1943	0
Stony River	2019	11	0.7376	3.2299	10.33280757097792	0	2424	3596	2395	822
Stony River	2019	12	0.7376	3.2299	10.02752293577982	0	3699	4825	1943	786
Takotna	2019	1	0.5146	4.3336	0	0	5889	6254	681	819
Takotna	2019	2	0.5146	4.3336	0	0	8235	5150	1517	459
Takotna	2019	3	0.5146	4.3336	0	0	5981	5922	685	338
Takotna	2019	4	0.5146	4.3336	0	0	5439	5100	707	298
Takotna	2019	5	0.5146	4.3336	0	0	5369	4290	643	294
Tanana	2019	1	0.3799	3.1414	13.82869707506648	273	35200	49724	16813	20132
Tanana	2019	2	0.3799	3.1033	13.70562167637376	241	27060	41090	13864	17256
Tanana	2019	3	0.3943	3.1414	13.39813780260708	210	25741	43411	13257	15841
Tanana	2019	4	0.3943	3.1414	13.27070762479429	198	23513	39246	11718	13665
Tanana	2019	5	0.3799	3.1414	13.86889460154242	188	23199	38078	9299	13131
Tanana	2019	6	0.3799	3.1414	13.49716446124764	211	22306	35904	8631	11714
Tanana	2019	7	0.3791	3.1414	13.81901975128017	188	25662	40678	7812	11768
Tanana	2019	8	0.3348	3.1414	13.66335766423358	188	23238	43062	8629	10509
Tanana	2019	9	0.3348	3.1414	13.80749141919117	199	22438	40633	8887	11788
Tanana	2019	10	0.3347	3.1414	13.67034659820282	223	22975	47455	11619	14230
Tanana	2019	11	0.3347	3.1414	14.40441791044776	230	24890	51785	12693	18310
Tanana	2019	12	0.294	2.8788	13.66583618810339	269	29494	55502	17077	19803
Tatitlek	2019	1	0.587	4.4635	11.00283732660782	70	10842	4222	3913	7358
Tatitlek	2019	2	0.587	4.6393	14.46512623020967	93	10936	2862	3032	6296
Tatitlek	2019	3	0.5694	4.4635	11.3427020121367	57	11026	3501	5339	6142
Tatitlek	2019	4	0.5694	4.4635	11.33533383345836	55	9673	3313	3894	5987
Tatitlek	2019	5	0.5694	4.4635	10.40521253490537	55	10673	5587	4136	3491
Tatitlek	2019	6	0.5694	4.2388	10.04231692677071	55	9593	3734	2824	7194
Tatitlek	2019	7	0.5461	4.2388	0	55	9721	3646	3389	890
Tatitlek	2019	8	0.5461	4.2388	10.61218738992603	55	11438	4036	3682	6965
Tatitlek	2019	9	0.5461	4.2388	9.37003683995088	55	8088	2985	3371	5522
Tatitlek	2019	10	0.5511	4.2889	11.76605774896877	55	12975	3941	4015	8819
Tatitlek	2019	11	0.5511	4.2889	12.61475409836066	55	10479	2740	4048	6053
Tatitlek	2019	12	0.5511	4.2889	10.32512787723785	79	9422	3200	4523	5830
Teller	2019	1	0.3022	3.2043	14.86233367451382	0	31186	3551	17567	26449
Teller	2019	2	0.3022	3.2043	14.51862947013668	0	25902	3292	16154	24490
Teller	2019	3	0.3022	3.2043	14.41136873597607	0	26024	3523	15905	24941
Teller	2019	4	0.3022	3.2043	14.39368581209585	0	23693	3683	14856	25313
Teller	2019	5	0.3022	3.2043	14.01906071919827	0	22642	3860	14659	23189
Teller	2019	6	0.3022	3.2043	13.46425049309665	0	17710	3829	14107	13133
Teller	2019	7	0.3022	0	13.52898000506201	0	17137	3760	13989	12965
Teller	2019	8	0.305	0	13.71811611098158	0	18716	3551	13163	16799
Teller	2019	9	0.305	0	14.03755086940436	0	22332	4206	14445	23918
Teller	2019	10	0.305	0	14.10800459594025	0	22916	3772	15444	24428
Teller	2019	11	0.305	0	14.14205317290899	0	25025	3444	14972	23092
Teller	2019	12	0.305	0	12.47265683206676	0	29537	3724	17253	25909
Tenakee Springs	2019	1	0.3898	4.17	13.73192307692308	80	21083	5882	2890	199
Tenakee Springs	2019	2	0.3698	3.83	13.81158167675022	84	18720	5136	2514	190
Tenakee Springs	2019	3	0.3698	3.83	13.14863157894737	153	18702	5077	2262	214
Tenakee Springs	2019	4	0.3698	3.83	12.57454079453225	92	17597	4859	1917	199
Tenakee Springs	2019	5	0.3698	3.83	12.70227081581161	99	18832	5008	1846	164
Tenakee Springs	2019	6	0.3691	3.83	12.77395271671506	159	20114	4570	1797	181
Tenakee Springs	2019	7	0.349	3.83	12.82073680212685	91	22702	4916	1844	180
Tenakee Springs	2019	8	0.349	3.83	13.03681214421252	88	23228	4690	1873	181
Tenakee Springs	2019	9	0.3348	3.44	12.3957242582897	75	17898	4826	1983	172
Tenakee Springs	2019	10	0.3348	3.44	12.47210626185958	80	19147	6124	2449	196
Tenakee Springs	2019	11	0.3348	3.44	13.2524202223019	85	22153	7053	2686	196
Tenakee Springs	2019	12	0.3348	3.44	12.24067666282199	79	19113	5322	2761	165
Tetlin	2019	1	0.2602	2.7		0	16756	1091	9161	8192
Tetlin	2019	2	0.2602	2.7		0	14734	1131	8162	8112
Tetlin	2019	3	0.2602	2.7		0	14422	1171	7190	8636
Tetlin	2019	4	0.2028	2.5		0	13359	1248	5822	8167
Tetlin	2019	5	0.2028	2.5		0	12767	1141	4873	7336
Tetlin	2019	6	0.2028	2.5		0	12576	2154	5062	2814
Tetlin	2019	7	0.213	2.59		0	13646	2304	7312	3499
Tetlin	2019	8	0.213	2.59		0	14056	3283	5947	4237
Tetlin	2019	9	0.213	2.59		0	13790	5839	5193	5910
Tetlin	2019	10	0.2195	2.45		0	14850	5407	5744	7405
Tetlin	2019	11	0.2195	2.45		0	14671	1037	6181	7496
Tetlin	2019	12	0.2195	2.45		0	17982	1453	9496	8424
Thorne Bay, Kasaan	2019	1	0.0367	3		0	161082	81186	31937	43237
Thorne Bay, Kasaan	2019	2	0.0367	3		0	167164	84775	31492	49501
Thorne Bay, Kasaan	2019	3	0.0367	3		0	139702	68761	28419	42435
Thorne Bay, Kasaan	2019	4	0.0305	2.67		0	131374	78631	27350	44049
Thorne Bay, Kasaan	2019	5	0.0305	2.67		0	124833	74628	23390	41155
Thorne Bay, Kasaan	2019	6	0.0305	2.67		0	119880	75687	22202	38179
Thorne Bay, Kasaan	2019	7	0.0035	2.7062		0	113101	77778	19788	33399
Thorne Bay, Kasaan	2019	8	0.0035	2.7062		0	122979	84142	20758	34704
Thorne Bay, Kasaan	2019	9	0.0035	2.7062		0	124851	83992	22207	40881
Thorne Bay, Kasaan	2019	10	0.0207	2.6		0	122730	74223	26520	39618
Thorne Bay, Kasaan	2019	11	0.0207	2.6		0	140517	76433	32291	48445
Thorne Bay, Kasaan	2019	12	0.0207	2.6		0	149467	77542	32492	47572
Togiak	2019	1	0.3411	3.3639	14.32846476647229	0	111157	27641	51915	54692
Togiak	2019	2	0.3411	3.3639	15.02946756038953	0	95287	24310	47914	53555
Togiak	2019	3	0.3411	3.3639	14.6045767133033	0	98860	26598	50190	55868
Togiak	2019	4	0.3411	3.3639	14.8961759082218	0	92767	26884	42377	56938
Togiak	2019	5	0.3411	3.3639	14.713067172136	0	94001	44833	40325	56467
Togiak	2019	6	0.3411	3.3639	14.58188265635074	0	85880	60865	36522	33441
Togiak	2019	7	0.3411	0	14.36263376793308	0	85163	141921	35926	30090
Togiak	2019	8	0.3439	0	14.47919498170413	0	81749	100206	34233	48372
Togiak	2019	9	0.3439	0	14.69002222482162	0	94805	38423	37635	65044
Togiak	2019	10	0.3439	0	14.93939199177325	0	100398	23158	39198	60908
Togiak	2019	11	0.3439	0	14.77625806451613	0	94661	20994	41061	60265
Togiak	2019	12	0.3439	0	13.07555979516016	0	113147	22749	48528	62798
Tok, Tanacross	2019	1	0.2602	2.7	14.62298325965881	1668	373666	200799	22686	128659
Tok, Tanacross	2019	2	0.2602	2.7	14.43280817269776	1557	313343	173701	21805	116755
Tok, Tanacross	2019	3	0.2602	2.7	14.51666374149262	1374	317344	182712	20336	83534
Tok, Tanacross	2019	4	0.2028	2.5	14.67615844870507	1228	278674	172378	16783	75340
Tok, Tanacross	2019	5	0.2028	2.5	14.63373796567602	1238	274228	192432	15205	87779
Tok, Tanacross	2019	6	0.2028	2.5	15.07585322740428	1398	289727	254166	15982	81001
Tok, Tanacross	2019	7	0.213	2.59	14.74073396174613	1479	292880	284306	16709	79710
Tok, Tanacross	2019	8	0.213	2.59	14.63604253490067	1339	281866	264988	16163	80017
Tok, Tanacross	2019	9	0.213	2.59	14.54712975203301	1347	271703	219283	12835	79115
Tok, Tanacross	2019	10	0.2195	2.45	14.30452403220187	1328	308570	208196	14349	94851
Tok, Tanacross	2019	11	0.2195	2.45	14.34565277285787	1467	300093	199459	13402	82788
Tok, Tanacross	2019	12	0.2195	2.45	14.51656460982886	1608	377966	226860	17799	108261
Toksook Bay	2019	1	0.2752	3.2813	14.09287854344319	0	70125	4602	44358	24092
Toksook Bay	2019	2	0.2752	3.2813	14.60067969413764	0	61333	4021	40970	23150
Toksook Bay	2019	3	0.2752	3.2813	13.66615797505657	0	62399	4559	42367	23840
Toksook Bay	2019	4	0.2752	3.2813	12.84391452462063	0	61684	4280	41923	25029
Toksook Bay	2019	5	0.2752	3.2813	13.96420143884892	0	63416	3949	38089	22908
Toksook Bay	2019	6	0.2752	3.2813	11.23006093432634	0	56278	3696	32816	13361
Toksook Bay	2019	7	0.2752	0	13.93775399620699	0	55284	3656	30256	12686
Toksook Bay	2019	8	0.2781	0	14.20868770647361	0	57349	3531	30415	16752
Toksook Bay	2019	9	0.2781	0	14.06661843612468	0	66320	4225	40708	21868
Toksook Bay	2019	10	0.2781	0	14.25867295385652	0	61915	4339	38357	23248
Toksook Bay	2019	11	0.2781	0	14.08176482493422	0	61814	5523	41301	24260
Toksook Bay	2019	12	0.2781	0	13.7592715619993	0	72009	7490	46280	27931
Tuluksak	2019	1	0.4141	3.5399	10.45770363101079	128	26709	14243	2142	0
Tuluksak	2019	2	0.3997	3.3932	0	109	14783	5573	394	2373
Tuluksak	2019	3	0.3997	3.3932	0	109	22104	37805	964	1358
Tuluksak	2019	4	0.3997	3.3932	11.00533231765378	121	21245	12541	913	1976
Tuluksak	2019	5	0.3997	3.3932	10.82371709651688	98	19189	8649	546	0
Tuluksak	2019	6	0.3997	3.3932	11.56878582595102	102	15254	21609	498	0
Tuntutuliak	2019	1	0.4246	3.3395	11.75195259897657	245	46207	48888	4255	2475
Tuntutuliak	2019	2	0.4246	3.3392	10.60010985992859	201	39945	37522	3785	2086
Tuntutuliak	2019	3	0.4246	3.3395	9.027334851936219	176	42139	39709	3798	2257
Tuntutuliak	2019	4	0.4246	3.3395	11.49559322033898	259	39471	42395	3669	2032
Tuntutuliak	2019	5	0.4246	3.3395	10.83014223194748	194	38698	34582	3347	846
Tuntutuliak	2019	6	0.4246	3.3395	9.130884635281944	139	36146	20877	3187	640
Tuntutuliak	2019	7	0.4238	3.3395	11.21381886087768	158	38222	21073	3300	608
Tuntutuliak	2019	8	0.4118	3.1912	11.93158953722334	173	39623	36504	1855	637
Tuntutuliak	2019	9	0.4118	3.1912	8.798420659481378	194	39586	38138	2024	845
Tuntutuliak	2019	10	0.4118	3.1912	11.65960627959133	191	42359	48518	2091	2296
Tuntutuliak	2019	11	0.4118	3.1912	11.77985158533843	222	43778	52424	2244	2432
Tuntutuliak	2019	12	0.4118	3.1912	9.704076814103573	222	48151	52707	3175	2720
Tununak	2019	1	0.2752	0		0	37833	0	20252	34184
Tununak	2019	2	0.2752	0		0	33058	0	17988	26089
Tununak	2019	3	0.2752	0		0	34003	0	19638	33852
Tununak	2019	4	0.2752	0		0	31871	0	19092	32061
Tununak	2019	5	0.2752	0		0	32008	0	17253	29531
Tununak	2019	6	0.2752	0		0	28237	0	15978	20153
Tununak	2019	7	0.2752	0		0	28296	0	15702	17669
Tununak	2019	8	0.2781	0		0	31368	0	15477	22361
Tununak	2019	9	0.2781	0		0	32624	0	17878	27763
