community_names	year	month	pce_rate	fuel_price	diesel_efficiency	peak_consumption_kw	residential_kwh_sold	commercial_kwh_sold	community_kwh_sold	government_kwh_sold
Tununak	2019	10	0.2781	0		0	32273	0	17224	29557
Tununak	2019	11	0.2781	0		0	33123	0	17835	29049
Tununak	2019	12	0.2781	0		0	40083	0	21476	36097
Twin Hills	2019	1	0.3105	3.1862	0	0	11606	10247	2991	1011
Twin Hills	2019	2	0.3105	3.1862	0	0	10319	9693	1765	726
Twin Hills	2019	3	0.3105	3.1862	0	0	11072	10133	1831	786
Twin Hills	2019	4	0.3105	3.1862	0	0	10368	10308	1923	349
Twin Hills	2019	5	0.3105	3.1862	0	0	11302	10053	1824	353
Twin Hills	2019	6	0.3098	3.1862	0	0	8137	7255	1493	115
Twin Hills	2019	7	0.3098	3.1862	0	0	9737	8813	1408	136
Twin Hills	2019	8	0.3098	3.1862	0	0	9732	10183	1632	525
Twin Hills	2019	9	0.3098	3.1862	0	0	9120	10400	1391	580
Twin Hills	2019	10	0.3098	3.1862	0	0	9761	13532	2236	616
Twin Hills	2019	11	0.3098	3.1862	0	0	10727	16265	2374	1628
Twin Hills	2019	12	0.3098	3.1862	0	0	11702	18006	2310	2424
Unalakleet	2019	1	0.159	2.7226	15.42914846648819	988	145763	146943	59531	44132
Unalakleet	2019	2	0.159	2.7226	15.127365356623	731	125778	111605	52328	43585
Unalakleet	2019	3	0.159	2.7226	15.21680773881499	886	105186	108021	51797	35370
Unalakleet	2019	4	0.159	2.7226	14.86637314254265	933	105284	115947	52773	36370
Unalakleet	2019	5	0.159	2.7226	14.87528039479587	935	96192	121056	43856	33535
Unalakleet	2019	6	0.159	2.7226	15.20130363932645	884	91897	117380	41170	27632
Unalakleet	2019	7	0.1582	2.7226	14.99320218354104	863	98395	152406	35101	24717
Unalakleet	2019	8	0.1582	2.2726	14.98184473107812	1002	99439	183837	23010	25404
Unalakleet	2019	9	0.1582	2.2726	14.99821251241311	1125	101537	190072	22221	31553
Unalakleet	2019	10	0.1582	2.7285	15.29834109581872	968	96178	170348	21231	29573
Unalakleet	2019	11	0.1585	2.7285	15.00322201196747	1100	114943	162392	33188	35951
Unalakleet	2019	12	0.1585	2.7285	15.29853507324634	959	121233	152455	39318	34283
Unalaska	2019	1	0.1366	2.5142	15.61200502779339	9035	370636	3040175	273629	29910
Unalaska	2019	2	0.1145	2.1727	16.13325275052131	10221	316808	4326247	241197	27096
Unalaska	2019	3	0.1192	2.2443	15.60185732527759	11872	313235	4942286	234877	27553
Unalaska	2019	4	0.1251	2.336	15.35657749438963	10622	337063	3823298	260852	29464
Unalaska	2019	5	0.1401	2.5682	16.03751051922431	7225	301910	2894944	226440	27757
Unalaska	2019	6	0.1394	2.5682	15.76519541809437	8608	250674	2766470	217540	24128
Unalaska	2019	7	0.135	2.5018	15.97795052557039	11583	270721	5571153	224223	24640
Unalaska	2019	8	0.1121	2.1461	8.341091199463312	12489	267330	5893725	285971	24896
Unalaska	2019	9	0.1217	2.2961	15.67690788426493	9575	250006	3786836	263446	20937
Unalaska	2019	10	0.1217	2.2961	15.43112151698834	7846	325455	3312560	232954	23895
Unalaska	2019	11	0.1415	2.4073	15.26403482245912	6678	300430	2703579	295841	26910
Unalaska	2019	12	0.1415	2.4073	15.15477005808792	6822	364636	2691375	277101	30807
Venetie	2019	1	0.4192	4.3126	6.546553267681289	111	17074	20772	14280	789
Venetie	2019	2	0.4192	4.5979	14.0395428986033	111	17402	28702	26379	629
Venetie	2019	3	0.4192	4.5979	8.372593888814107	111	13280	20363	16549	531
Venetie	2019	4	0.3809	4.207	11.45228215767635	111	15814	24509	18064	692
Venetie	2019	5	0.3809	4.207	9.569120287253142	111	14247	17350	13729	435
Venetie	2019	6	0.3809	4.5302	9.00497512437811	111	21117	12897	12797	433
Venetie	2019	7	0.4117	4.5302	8.586856315027	111	18908	20452	13258	601
Venetie	2019	8	0.4117	4.5302	7.225300092336103	79	18341	24306	9774	678
Venetie	2019	9	0.4117	4.5302	12.59002400640171	79	13074	14797	13733	512
Venetie	2019	10	0.4117	4.5302	7.505643340857787	79	12397	25765	4350	475
Venetie	2019	11	0.4117	4.5302	8.620689655172415	79	13412	27963	6895	699
Venetie	2019	12	0.4095	4.5063	8.757666524033661	79	13392	27980	6890	699
Wainwright	2019	1	0	3.324	13.69108128862398	1232	151704	467182	12454	5302
Wainwright	2019	2	0	3.324	13.80379971962421	1246	136870	388449	10018	8017
Wainwright	2019	3	0	3.324	13.33829039360346	1118	123477	439674	5757	7111
Wainwright	2019	4	0	3.324	13.34870756211523	1168	118707	450044	6167	8520
Wainwright	2019	5	0	3.324	13.29254259791989	1000	100521	397303	2295	7240
Wainwright	2019	6	0	3.324	10.9457436627322	885	74395	293744	1735	5676
Wainwright	2019	7	0	3.324	14.97946241983137	854	101262	401003	2268	5047
Wainwright	2019	8	0	3.324	13.00628467506158	924	89957	374828	1610	4339
Wainwright	2019	9	0	3.324	12.95675389647874	919	86925	340267	1434	4592
Wainwright	2019	10	0	3.324	13.14062897346783	989	109095	392679	9187	5340
Wainwright	2019	11	0	3.324	15.36157673542341	1044	108513	374008	11082	4538
Wainwright	2019	12	0	3.324	12.59853683434469	1091	127967	413830	14601	5678
Wales	2019	1	0.3564	3.3817	12.34797360980207	0	21801	2997	12070	23915
Wales	2019	2	0.3564	3.3817	12.78172348484848	0	15978	2768	11037	20723
Wales	2019	3	0.3564	3.3817	13.09476757242309	0	18696	3078	11744	21055
Wales	2019	4	0.3564	3.3817	12.64473684210526	0	18643	3322	11128	22754
Wales	2019	5	0.3564	3.3817	12.10184978827725	0	17265	2985	10567	19741
Wales	2019	6	0.3564	3.3817	12.20664431575739	0	13467	2505	9575	11858
Wales	2019	7	0.3564	0	12.36952609478104	0	14746	2730	10964	11116
Wales	2019	8	0.3593	0	11.75701202060675	0	13871	2555	9263	12077
Wales	2019	9	0.3593	0	12.34471619750808	0	19204	3407	12924	21342
Wales	2019	10	0.3593	0	12.45336787564767	0	15870	2180	8974	15064
Wales	2019	11	0.3593	0	12.28927680798005	0	16630	2515	11807	18762
Wales	2019	12	0.3593	0	-43.86543715846994	0	20738	3349	13707	21190
Whale Pass	2019	1	0.0367	3	13.03030303030303	105	25156	2874	672	1646
Whale Pass	2019	2	0.0367	3	13.601246105919	72	24322	3376	602	1940
Whale Pass	2019	3	0.0367	3	13.90491212257774	105	21871	2646	663	1798
Whale Pass	2019	4	0.0305	2.67	12.73064250411862	105	20663	3463	530	1783
Whale Pass	2019	5	0.0305	2.67	13.22590627763041	105	21014	2860	435	1668
Whale Pass	2019	6	0.0305	2.67	13.15833973866257	105	21794	7334	408	1139
Whale Pass	2019	7	0.0035	2.7062	13.97884057971014	108	28346	11377	419	871
Whale Pass	2019	8	0.0035	2.7062	12.5787072243346	105	29805	12799	445	942
Whale Pass	2019	9	0.0035	2.7062	13.43857415658816	84	23493	8130	418	1478
Whale Pass	2019	10	0.0207	2.6	15.08064516129032	68	20985	2726	539	1813
Whale Pass	2019	11	0.0207	2.6	14.00246812011518	75	23070	3795	520	2382
Whale Pass	2019	12	0.0207	2.6	14.08162355040143	75	21238	2978	702	2295
White Mountain	2019	1	0.2707	2.6933	13.67211294416244	162	25691	37243	11036	2153
White Mountain	2019	2	0.2707	2.6933	13.93663292088489	138	21387	33392	9597	1758
White Mountain	2019	3	0.2707	2.6933	12.70824419944051	0	22694	32445	10209	1629
White Mountain	2019	4	0.2707	2.6933	13.50321313816494	149	20424	35886	8543	1326
White Mountain	2019	5	0.2707	2.6933	12.80097268986158	121	20363	30589	6830	929
White Mountain	2019	6	0.27	2.6933	12.63692768506632	113	18741	24432	7026	1115
White Mountain	2019	7	0.27	2.6933	13.17753259779338	131	19653	23773	6784	1717
White Mountain	2019	8	0.27	2.6933	13.43415223519936	125	18285	24222	6836	1280
White Mountain	2019	9	0.2747	2.7467	13.52676348547718	122	18541	29024	7780	1048
White Mountain	2019	10	0.2747	2.7467	14.068255687974	141	19592	35324	8489	1326
White Mountain	2019	11	0.2747	2.7467	14.48152502519315	154	23027	38752	10357	1760
White Mountain	2019	12	0.2747	2.7467	11.75958762886598	158	23494	33216	8650	1838
Yakutat	2019	1	0.2834	3.0818	13.98731292726489	0	110778	116135	99596	77779
Yakutat	2019	2	0.2834	3.0818	14.59412751103658	0	105613	109324	87795	74557
Yakutat	2019	3	0.2834	3.0818	14.59412751103658	0	104076	146736	89996	72418
Yakutat	2019	4	0.2834	3.0818	14.07028533442422	0	104698	216951	102146	71380
Yakutat	2019	5	0.2834	3.0818	14.23976623309457	0	107490	214857	99097	69392
Yakutat	2019	6	0.2834	3.0818	14.21698113207547	0	102939	193519	90056	59765
Yakutat	2019	7	0.2834	0	13.09863831687036	0	103759	198778	90673	44528
Yakutat	2019	8	0.2826	0	13.87789686325122	0	97581	201014	90515	66496
Yakutat	2019	9	0.2826	0	14.68276131426061	0	122441	236391	118683	63564
Yakutat	2019	10	0.2826	0	15.316393811714	0	113659	146695	94617	65919
Yakutat	2019	11	0.2826	0	15.02584686273804	0	105465	110369	88885	66200
Yakutat	2019	12	0.2826	0	14.66700138810951	0	126291	125773	111161	80489
